q1	q2	q3	q4	q5	q6	q7	ee_px	ee_py	ee_pz	ee_qx	ee_qy	ee_qz	ee_qw	ar_px	ar_py	ar_pz	ar_qx	ar_qy	ar_qz	ar_qw	
0.04577655948477925	-0.8533499118653861	-0.16720202236800336	-2.65765616370084	-0.14698147446017193	1.8852120018972591	2.0147450760379435	0.3038337215877333	-0.050711025237470835	0.4908043871712135	-0.5212928012367036	0.8524927404260799	-0.027866546473215573	0.02708133097318679	-0.11813451866050935	-0.02877562132083802	0.4783858610933105	0.30409322504925146	0.9506978401054345	0.05621253792456911	0.023261080759192605
-0.04425529222687086	-0.04289007655780105	0.22937491450153805	-1.8933226922855042	-0.2619167202810446	1.5244265124532912	0.08368987805466059	0.5073320862521481	0.06731200641196931	0.4993374480658326	-0.975575594610239	-0.06391736240916054	0.14206327994977086	-0.15487044415719645	0.17244373897356874	0.02705430147401641	0.486340136677536	0.6949205583959457	-0.6791052730532916	-0.22463706787037818	-0.07375387019323462
-0.18660833091718318	-0.09448716804605443	0.3443122259260652	-1.8790918282793279	-0.2618032077160018	1.688063206407759	0.47370167243135497	0.5206489765749164	0.0635751981002666	0.540528151306493	-0.978890386962682	0.1353511526837558	0.003657661997438215	-0.15310224455553015	0.05514950721466832	0.09252096518863205	0.5508125504064909	-0.5509751136530688	0.8228233818632353	0.09983143596891482	0.09706590949721165
-0.18651353962745582	-0.08993542244141561	0.3457139541227453	-1.8788214201174283	-0.2617251799603303	1.6876975581361116	0.9068513482726203	0.5214714312078855	0.06420550717182916	0.5383252090551589	-0.9272970574683611	0.34156128952943526	-0.02717276835195165	-0.15072389779195575	0.05176909447404132	0.08302986323655498	0.5480646826499073	-0.36296876991852667	0.9205635769117478	0.07386569646030383	0.12393640229454164
-0.7061464459456895	0.03724855048015101	0.4882236587692029	-1.7530249428347195	-0.048038121311254414	1.5685467156166895	0.45289718339060975	0.5336555863269545	-0.12697808723255516	0.5212797280001304	-0.9396982511523794	0.32400870833713896	0.10589345029862506	-0.027787243236980095	0.050379251814727063	0.004672760444766059	0.49254343388860133	-0.3697954543530003	0.9085700964882645	0.1929602871414956	-0.02276025688421247
-0.7957824118534724	0.06497936411625231	0.8280030098402406	-1.7699362925813742	0.0505769604392211	1.7237106459915965	1.6741523978114887	0.56676959939449	0.013469459426115993	0.5183311070318549	-0.6767715332669492	0.7331914738218296	0.06638201143726939	-0.0019957534964284845	0.18503854159118754	-0.03836866788648197	0.4766705287273376	0.11053606223014431	0.981217543705982	0.15803082018838227	-0.004491184792461354
-0.6893331963576769	0.09648122521764352	0.9363399610548893	-1.7355423679184494	-0.4724686499063046	1.5849334618241913	0.05642979640513659	0.5583820110371628	0.0744208504278486	0.5237821290644546	-0.9679901978169646	-0.1230390429363955	0.06939898398604255	-0.20746120568741291	0.008705365352795763	0.05555305913774068	0.5366848011985897	0.7420367951888538	-0.6387993593636477	-0.16027998231264295	-0.1250084010469177
-0.684529373606046	0.09592801086735103	0.9354872235080651	-1.735246730386165	-0.47339204292496856	1.5848309116354993	0.6093253719185789	0.5580691472400048	0.07661474302215096	0.5241229320618316	-0.9649844648030202	0.1439526557979832	0.009215884361931652	-0.2190837352542711	-0.010781462531719974	0.07610497434887091	0.5346021085615512	-0.542129186421597	0.8135854529956067	0.11727249925181638	0.1744185105515569
-0.7386661719873285	0.25167130465146925	0.9318498263861004	-1.718246419510376	-0.47482173145810763	1.5567380077637676	0.417829249240458	0.5796491869546663	0.024875564378382342	0.46797078348779664	-0.9773245991272761	0.06896252296920369	0.10151189735034252	-0.17255762244179354	0.04596885881425832	0.05110874293437278	0.4622132569315214	-0.6000706624676708	0.7683790767325214	0.19850714754401924	0.10051719683330662
-0.6789908717744468	0.24201006018332333	0.9894484107143019	-1.7222913403305178	-0.4748090218634236	1.5526701765590243	-0.871305011572937	0.569529626605489	0.09068935656365981	0.47574808158913173	-0.7915420115473111	-0.5784581988413717	0.1758517703332206	-0.08901410573333288	0.04855316270502313	0.14575756413616187	0.4929937529948339	0.9554333837752373	-0.2038803733610429	-0.21225135474941928	0.023004454633784588
-0.8527082782894895	0.1049628701115891	0.9720479792315607	-1.4613187740058227	-0.15835826121093677	1.4576251424683464	-0.3549374892145649	0.5628213810242623	0.021376625457680293	0.6316217662499715	0.9723875834307427	0.22845897896121237	-0.03564640747008027	0.03159455896507867	0.03998528999039492	0.20490646391777667	0.6324570195747061	0.8085792897079129	-0.5773030039667711	-0.09721271163833557	0.05891063199721202
-0.9345956072923759	0.10888575644023665	0.966496847408983	-1.4798541048491853	-0.15666612149609457	1.4560938228501215	0.4244394953424732	0.5629003028737727	-0.02775208862625303	0.6213275176765609	0.9783426440501902	-0.19971220567906953	-0.03435582694777594	0.0421945836621068	0.08146616346264551	0.12633136677702483	0.6192190373604101	-0.4931025935136455	0.8618637341257522	0.1178124387049283	-0.01268721227570078
